FIPS,County,Year,Population,Primary Point
19139,Muscatine County,April 01 1990,39907,POINT (-91.1127562 41.4839221)
19061,Dubuque County,July 01 2016,96763,POINT (-90.8824564 42.468832)
19161,Sac County,July 01 2019,9721,POINT (-95.1053946 42.3862604)
19041,Clay County,July 01 1995,17696,POINT (-95.1509194 43.0825804)
19187,Webster County,July 01 2006,38550,POINT (-94.18178810000002 42.4279662)
19087,Henry County,July 01 2018,20033,POINT (-91.5445241 40.9879383)
19127,Marshall County,July 01 2017,40078,POINT (-92.9987706 42.0358499)
19085,Harrison County,July 01 2004,15542,POINT (-95.8169209 41.6828528)
19019,Buchanan County,April 01 2000,21093,POINT (-91.8378392 42.4707777)
19057,Des Moines County,April 01 2010,40325,POINT (-91.1814707 40.9231829)
19131,Mitchell County,July 01 1993,10799,POINT (-92.7890315 43.3564124)
19013,Black Hawk County,April 01 2010,131090,POINT (-92.3088197 42.4700957)
19153,Polk County,July 01 1997,357986,POINT (-93.5735335 41.6855048)
19019,Buchanan County,July 01 1993,20952,POINT (-91.8378392 42.4707777)
19001,Adair County,July 01 2009,7350,POINT (-94.4709413 41.3307464)
19115,Louisa County,July 01 1998,12050,POINT (-91.2596184 41.2185073)
19167,Sioux County,July 01 2003,31782,POINT (-96.1778827 43.0826174)
19043,Clayton County,July 01 1992,18889,POINT (-91.34143280000002 42.8447493)
19125,Marion County,July 01 1998,31317,POINT (-93.0994367 41.3344515)
19079,Hamilton County,April 01 2000,16435,POINT (-93.7068085 42.3837722)
19141,O'Brien County,April 01 2010,14398,POINT (-95.6248784 43.0837527)
19087,Henry County,July 01 1997,20025,POINT (-91.5445241 40.9879383)
19175,Union County,July 01 2007,12051,POINT (-94.2423792 41.0277304)
19027,Carroll County,July 01 2003,20984,POINT (-94.8605593 42.0362382)
19191,Winneshiek County,July 01 2017,20129,POINT (-91.8437074 43.2906746)
19087,Henry County,July 01 1995,19841,POINT (-91.5445241 40.9879383)
19149,Plymouth County,April 01 1990,23388,POINT (-96.2140431 42.7378346)
19037,Chickasaw County,July 01 2003,12550,POINT (-92.3176637 43.06004140000001)
19061,Dubuque County,July 01 1993,87672,POINT (-90.8824564 42.468832)
19073,Greene County,July 01 2005,9778,POINT (-94.3968356 42.0362394)
19057,Des Moines County,July 01 1994,43104,POINT (-91.1814707 40.9231829)
19125,Marion County,July 01 2016,33146,POINT (-93.0994367 41.3344515)
19031,Cedar County,July 01 1995,17566,POINT (-91.1324125 41.7723207)
19143,Osceola County,July 01 2006,6571,POINT (-95.6236852 43.3785704)
19185,Wayne County,July 01 2009,6283,POINT (-93.3273639 40.73947020000001)
19021,Buena Vista County,April 01 2000,20411,POINT (-95.15114900000002 42.7354936)
19157,Poweshiek County,July 01 2017,18334,POINT (-92.53146840000001 41.6864422)
19057,Des Moines County,July 01 2018,39149,POINT (-91.1814707 40.9231829)
19033,Cerro Gordo County,July 01 1996,47196,POINT (-93.2608184 43.081557700000005)
19011,Benton County,July 01 1997,24249,POINT (-92.0656912 42.0801864)
19023,Butler County,July 01 2009,14341,POINT (-92.7901934 42.7315661)
19025,Calhoun County,July 01 1992,11497,POINT (-94.6404136 42.385184800000005)
19001,Adair County,July 01 1994,8483,POINT (-94.4709413 41.3307464)
19029,Cass County,July 01 2004,14078,POINT (-94.9278266 41.3314876)
19047,Crawford County,July 01 2012,17299,POINT (-95.3819678 42.0372125)
19013,Black Hawk County,July 01 1996,126936,POINT (-92.3088197 42.4700957)
19091,Humboldt County,July 01 2008,9565,POINT (-94.2071868 42.7764686)
19081,Hancock County,July 01 1991,12610,POINT (-93.7342723 43.0818861)
19019,Buchanan County,April 01 2010,20958,POINT (-91.8378392 42.4707777)
19013,Black Hawk County,July 01 2006,126556,POINT (-92.3088197 42.4700957)
19137,Montgomery County,July 01 1993,11916,POINT (-95.1563758 41.03014)
19131,Mitchell County,July 01 2004,10891,POINT (-92.7890315 43.3564124)
19035,Cherokee County,July 01 1991,14107,POINT (-95.6238055 42.7356226)
19181,Warren County,July 01 2006,43677,POINT (-93.5613594 41.3343735)
19149,Plymouth County,July 01 2005,24545,POINT (-96.2140431 42.7378346)
19165,Shelby County,July 01 2007,12289,POINT (-95.31021130000002 41.6850926)
19115,Louisa County,July 01 2013,11348,POINT (-91.2596184 41.2185073)
19017,Bremer County,July 01 2012,24496,POINT (-92.31805480000001 42.7745873)
19051,Davis County,July 01 1996,8512,POINT (-92.4097173 40.7476891)
19027,Carroll County,July 01 1998,21705,POINT (-94.8605593 42.0362382)
19035,Cherokee County,July 01 2008,11501,POINT (-95.6238055 42.7356226)
19007,Appanoose County,July 01 2009,12698,POINT (-92.8686104 40.7431635)
19081,Hancock County,July 01 1997,12158,POINT (-93.7342723 43.0818861)
19019,Buchanan County,July 01 2005,20760,POINT (-91.8378392 42.4707777)
19147,Palo Alto County,July 01 2017,9052,POINT (-94.6781371 43.0820643)
19043,Clayton County,July 01 2007,17686,POINT (-91.34143280000002 42.8447493)
19133,Monona County,July 01 2005,9344,POINT (-95.9599235 42.0516663)
19169,Story County,July 01 2003,81453,POINT (-93.4650448 42.0362415)
19181,Warren County,April 01 2010,46225,POINT (-93.5613594 41.3343735)
19195,Worth County,July 01 2015,7503,POINT (-93.2608476 43.3773984)
19157,Poweshiek County,July 01 1991,19035,POINT (-92.53146840000001 41.6864422)
19063,Emmet County,July 01 2017,9422,POINT (-94.6784803 43.37802250000001)
19117,Lucas County,July 01 2002,9438,POINT (-93.3277207 41.0293738)
19089,Howard County,July 01 2007,9465,POINT (-92.3171989 43.3567673)
19047,Crawford County,July 01 2004,16675,POINT (-95.3819678 42.0372125)
19141,O'Brien County,April 01 2000,15102,POINT (-95.6248784 43.0837527)
19077,Guthrie County,July 01 1997,11268,POINT (-94.501055 41.6837548)
19083,Hardin County,July 01 2014,17332,POINT (-93.2404025 42.3838803)
19105,Jones County,July 01 2006,20324,POINT (-91.1314352 42.1212397)
19179,Wapello County,July 01 1999,35948,POINT (-92.4094499 41.03058450000001)
19067,Floyd County,July 01 1994,17060,POINT (-92.78900330000002 43.0599208)
19179,Wapello County,July 01 2013,35507,POINT (-92.4094499 41.03058450000001)
19103,Johnson County,July 01 2003,117459,POINT (-91.5880849 41.6715511)
19181,Warren County,July 01 2019,51466,POINT (-93.5613594 41.3343735)
19129,Mills County,July 01 1998,14145,POINT (-95.62132670000001 41.0334523)
19171,Tama County,April 01 2000,18103,POINT (-92.5325425 42.07981170000001)
19041,Clay County,April 01 1990,17585,POINT (-95.1509194 43.0825804)
19119,Lyon County,July 01 2007,11228,POINT (-96.2102924 43.380497)
19085,Harrison County,July 01 2019,14049,POINT (-95.8169209 41.6828528)
19025,Calhoun County,July 01 2011,10064,POINT (-94.6404136 42.385184800000005)
19057,Des Moines County,July 01 2014,40096,POINT (-91.1814707 40.9231829)
19083,Hardin County,July 01 2017,17073,POINT (-93.2404025 42.3838803)
19189,Winnebago County,July 01 2001,11533,POINT (-93.7341955 43.37756780000001)
19083,Hardin County,July 01 1998,18981,POINT (-93.2404025 42.3838803)
19091,Humboldt County,July 01 2012,9723,POINT (-94.2071868 42.7764686)
19097,Jackson County,April 01 1990,19950,POINT (-90.5742294 42.1717426)
19063,Emmet County,July 01 2005,10468,POINT (-94.6784803 43.37802250000001)
19047,Crawford County,July 01 2018,17089,POINT (-95.3819678 42.0372125)
19147,Palo Alto County,July 01 2003,9664,POINT (-94.6781371 43.0820643)
19091,Humboldt County,July 01 2016,9530,POINT (-94.2071868 42.7764686)
19053,Decatur County,July 01 2002,8543,POINT (-93.7862815 40.7376827)
19107,Keokuk County,July 01 1995,11490,POINT (-92.1786426 41.336465)
19121,Madison County,April 01 2010,15679,POINT (-94.01556190000001 41.33071420000001)
19069,Franklin County,July 01 2006,10574,POINT (-93.262473 42.7325458)
19073,Greene County,April 01 1990,10045,POINT (-94.3968356 42.0362394)
19127,Marshall County,July 01 2013,40995,POINT (-92.9987706 42.0358499)
19189,Winnebago County,July 01 2016,10602,POINT (-93.7341955 43.37756780000001)
19117,Lucas County,July 01 1995,9184,POINT (-93.3277207 41.0293738)
19095,Iowa County,July 01 2005,15911,POINT (-92.065524 41.6863229)
19083,Hardin County,April 01 2010,17534,POINT (-93.2404025 42.3838803)
19135,Monroe County,July 01 1996,8203,POINT (-92.8689877 41.0297826)
19167,Sioux County,April 01 2010,33704,POINT (-96.1778827 43.0826174)
19161,Sac County,April 01 2000,11529,POINT (-95.1053946 42.3862604)
19009,Audubon County,July 01 2004,6378,POINT (-94.9058222 41.6845893)
19155,Pottawattamie County,July 01 2016,93518,POINT (-95.5423935 41.3366123)
19023,Butler County,July 01 2018,14525,POINT (-92.7901934 42.7315661)
19079,Hamilton County,July 01 2006,15734,POINT (-93.7068085 42.3837722)
19029,Cass County,July 01 1993,15056,POINT (-94.9278266 41.3314876)
19089,Howard County,July 01 1996,9944,POINT (-92.3171989 43.3567673)
19175,Union County,July 01 1992,12635,POINT (-94.2423792 41.0277304)
19149,Plymouth County,July 01 2015,24899,POINT (-96.2140431 42.7378346)
19093,Ida County,July 01 1998,8024,POINT (-95.5134962 42.3868747)
19041,Clay County,July 01 2005,16784,POINT (-95.1509194 43.0825804)
19109,Kossuth County,July 01 2003,16294,POINT (-94.2067199 43.20413)
19193,Woodbury County,April 01 2000,103877,POINT (-96.0447673 42.3897169)
19039,Clarke County,July 01 2005,9076,POINT (-93.78515790000002 41.0290323)
19063,Emmet County,July 01 1994,11568,POINT (-94.6784803 43.37802250000001)
19153,Polk County,July 01 2013,452657,POINT (-93.5735335 41.6855048)
19083,Hardin County,July 01 2009,17144,POINT (-93.2404025 42.3838803)
19073,Greene County,July 01 1998,10402,POINT (-94.3968356 42.0362394)
19075,Grundy County,April 01 1990,12029,POINT (-92.7914177 42.4018651)
19123,Mahaska County,July 01 2006,22039,POINT (-92.6409094 41.3352035)
19055,Delaware County,July 01 2015,17393,POINT (-91.3673502 42.471211)
19127,Marshall County,July 01 2012,41032,POINT (-92.9987706 42.0358499)
19099,Jasper County,July 01 1997,35715,POINT (-93.053765 41.6860394)
19097,Jackson County,July 01 2011,19734,POINT (-90.5742294 42.1717426)
19161,Sac County,July 01 2011,10222,POINT (-95.1053946 42.3862604)
19077,Guthrie County,July 01 2018,10720,POINT (-94.501055 41.6837548)
19135,Monroe County,July 01 2002,7793,POINT (-92.8689877 41.0297826)
19117,Lucas County,July 01 2017,8533,POINT (-93.3277207 41.0293738)
19047,Crawford County,July 01 1994,16683,POINT (-95.3819678 42.0372125)
19183,Washington County,July 01 1999,20506,POINT (-91.7178676 41.335591)
19197,Wright County,July 01 2007,13039,POINT (-93.7351465 42.7331189)
19033,Cerro Gordo County,July 01 2002,45263,POINT (-93.2608184 43.081557700000005)
19113,Linn County,July 01 1999,187210,POINT (-91.5989646 42.0789478)
19183,Washington County,July 01 1997,20349,POINT (-91.7178676 41.335591)
19127,Marshall County,July 01 1991,38301,POINT (-92.9987706 42.0358499)
19191,Winneshiek County,July 01 2019,19991,POINT (-91.8437074 43.2906746)
19109,Kossuth County,July 01 2014,15229,POINT (-94.2067199 43.20413)
19127,Marshall County,July 01 1998,39242,POINT (-92.9987706 42.0358499)
19057,Des Moines County,July 01 2005,40553,POINT (-91.1814707 40.9231829)
19115,Louisa County,July 01 2002,12195,POINT (-91.2596184 41.2185073)
19043,Clayton County,July 01 1997,18930,POINT (-91.34143280000002 42.8447493)
19063,Emmet County,July 01 2018,9277,POINT (-94.6784803 43.37802250000001)
19153,Polk County,July 01 2002,385838,POINT (-93.5735335 41.6855048)
19087,Henry County,April 01 1990,19226,POINT (-91.5445241 40.9879383)
19151,Pocahontas County,July 01 2018,6714,POINT (-94.67874660000001 42.73413510000001)
19053,Decatur County,July 01 2016,8053,POINT (-93.7862815 40.7376827)
19055,Delaware County,July 01 2019,17011,POINT (-91.3673502 42.471211)
19139,Muscatine County,July 01 1994,41192,POINT (-91.1127562 41.4839221)
19021,Buena Vista County,July 01 2015,20374,POINT (-95.15114900000002 42.7354936)
19153,Polk County,July 01 2007,416276,POINT (-93.5735335 41.6855048)
19059,Dickinson County,July 01 2006,16621,POINT (-95.1508301 43.3779848)
19137,Montgomery County,July 01 2008,10792,POINT (-95.1563758 41.03014)
19159,Ringgold County,July 01 1992,5405,POINT (-94.2439719 40.7352023)
19175,Union County,July 01 2012,12586,POINT (-94.2423792 41.0277304)
19101,Jefferson County,July 01 2009,15472,POINT (-91.9488774 41.0317596)
19053,Decatur County,July 01 1998,8416,POINT (-93.7862815 40.7376827)
19183,Washington County,July 01 2014,22029,POINT (-91.7178676 41.335591)
19197,Wright County,July 01 2006,13187,POINT (-93.7351465 42.7331189)
19065,Fayette County,July 01 1994,22089,POINT (-91.8443207 42.8625919)
19155,Pottawattamie County,April 01 2000,87807,POINT (-95.5423935 41.3366123)
19135,Monroe County,July 01 2007,7569,POINT (-92.8689877 41.0297826)
19045,Clinton County,July 01 2009,48934,POINT (-90.5319724 41.8980358)
19019,Buchanan County,July 01 2016,21007,POINT (-91.8378392 42.4707777)
19091,Humboldt County,July 01 1998,10473,POINT (-94.2071868 42.7764686)
19099,Jasper County,July 01 2002,37366,POINT (-93.053765 41.6860394)
19151,Pocahontas County,April 01 1990,9525,POINT (-94.67874660000001 42.73413510000001)
19193,Woodbury County,July 01 1993,100442,POINT (-96.0447673 42.3897169)
19073,Greene County,July 01 1993,10187,POINT (-94.3968356 42.0362394)
19083,Hardin County,July 01 1992,19032,POINT (-93.2404025 42.3838803)
19065,Fayette County,July 01 2015,20142,POINT (-91.8443207 42.8625919)
19013,Black Hawk County,July 01 2001,127656,POINT (-92.3088197 42.4700957)
19005,Allamakee County,July 01 1997,14468,POINT (-91.3780923 43.2842838)
19001,Adair County,July 01 2005,7721,POINT (-94.4709413 41.3307464)
19193,Woodbury County,July 01 1995,102383,POINT (-96.0447673 42.3897169)
19017,Bremer County,July 01 1993,23038,POINT (-92.31805480000001 42.7745873)
19021,Buena Vista County,April 01 1990,19965,POINT (-95.15114900000002 42.7354936)
19129,Mills County,July 01 2015,14882,POINT (-95.62132670000001 41.0334523)
19085,Harrison County,April 01 2000,15666,POINT (-95.8169209 41.6828528)
19171,Tama County,July 01 2003,17846,POINT (-92.5325425 42.07981170000001)
19007,Appanoose County,July 01 1998,13677,POINT (-92.8686104 40.7431635)
19159,Ringgold County,July 01 2007,5061,POINT (-94.2439719 40.7352023)
19029,Cass County,July 01 2017,13144,POINT (-94.9278266 41.3314876)
19185,Wayne County,July 01 2018,6405,POINT (-93.3273639 40.73947020000001)
19099,Jasper County,July 01 1992,34791,POINT (-93.053765 41.6860394)
19007,Appanoose County,July 01 1992,13768,POINT (-92.8686104 40.7431635)
19189,Winnebago County,April 01 1990,12122,POINT (-93.7341955 43.37756780000001)
19143,Osceola County,July 01 2001,6937,POINT (-95.6236852 43.3785704)
19101,Jefferson County,July 01 1994,16559,POINT (-91.9488774 41.0317596)
19017,Bremer County,July 01 2008,23509,POINT (-92.31805480000001 42.7745873)
19129,Mills County,July 01 2009,15002,POINT (-95.62132670000001 41.0334523)
19027,Carroll County,July 01 2007,20788,POINT (-94.8605593 42.0362382)
19191,Winneshiek County,July 01 1992,21065,POINT (-91.8437074 43.2906746)
19069,Franklin County,July 01 2001,10599,POINT (-93.262473 42.7325458)
19019,Buchanan County,July 01 2015,21105,POINT (-91.8378392 42.4707777)
19189,Winnebago County,July 01 1995,11794,POINT (-93.7341955 43.37756780000001)
19053,Decatur County,July 01 2017,7947,POINT (-93.7862815 40.7376827)
19045,Clinton County,July 01 1992,51064,POINT (-90.5319724 41.8980358)
19087,Henry County,July 01 2001,20336,POINT (-91.5445241 40.9879383)
19151,Pocahontas County,July 01 1995,9140,POINT (-94.67874660000001 42.73413510000001)
19139,Muscatine County,July 01 2009,42934,POINT (-91.1127562 41.4839221)
19185,Wayne County,July 01 2012,6329,POINT (-93.3273639 40.73947020000001)
19163,Scott County,July 01 1991,151304,POINT (-90.6232428 41.6370978)
19113,Linn County,April 01 1990,168767,POINT (-91.5989646 42.0789478)
19051,Davis County,July 01 1991,8321,POINT (-92.4097173 40.7476891)
19191,Winneshiek County,July 01 2013,20840,POINT (-91.8437074 43.2906746)
19037,Chickasaw County,July 01 1999,13237,POINT (-92.3176637 43.06004140000001)
19061,Dubuque County,July 01 1997,89097,POINT (-90.8824564 42.468832)
19119,Lyon County,July 01 2011,11692,POINT (-96.2102924 43.380497)
19009,Audubon County,April 01 2000,6830,POINT (-94.9058222 41.6845893)
19011,Benton County,July 01 2001,25619,POINT (-92.0656912 42.0801864)
19133,Monona County,July 01 2001,9818,POINT (-95.9599235 42.0516663)
19025,Calhoun County,July 01 2004,10388,POINT (-94.6404136 42.385184800000005)
19023,Butler County,July 01 1997,15531,POINT (-92.7901934 42.7315661)
19161,Sac County,July 01 1996,12003,POINT (-95.1053946 42.3862604)
19163,Scott County,July 01 2017,172448,POINT (-90.6232428 41.6370978)
19033,Cerro Gordo County,July 01 1992,47206,POINT (-93.2608184 43.081557700000005)
19049,Dallas County,July 01 1996,34050,POINT (-94.0397374 41.6848862)
19197,Wright County,July 01 2016,12839,POINT (-93.7351465 42.7331189)
19017,Bremer County,July 01 2019,25062,POINT (-92.31805480000001 42.7745873)
19133,Monona County,July 01 2016,8786,POINT (-95.9599235 42.0516663)
19081,Hancock County,July 01 1993,12391,POINT (-93.7342723 43.0818861)
19133,Monona County,April 01 1990,10034,POINT (-95.9599235 42.0516663)
19033,Cerro Gordo County,July 01 2007,43915,POINT (-93.2608184 43.081557700000005)
19013,Black Hawk County,July 01 1992,125601,POINT (-92.3088197 42.4700957)
19089,Howard County,July 01 2013,9439,POINT (-92.3171989 43.3567673)
19165,Shelby County,July 01 2003,12747,POINT (-95.31021130000002 41.6850926)
19047,Crawford County,July 01 1999,16901,POINT (-95.3819678 42.0372125)
19195,Worth County,July 01 1994,8031,POINT (-93.2608476 43.3773984)
19137,Montgomery County,July 01 1997,11917,POINT (-95.1563758 41.03014)
19095,Iowa County,April 01 1990,14630,POINT (-92.065524 41.6863229)
19197,Wright County,July 01 1992,14224,POINT (-93.7351465 42.7331189)
19177,Van Buren County,July 01 2015,7296,POINT (-91.9499871 40.7532294)
19021,Buena Vista County,July 01 2019,19620,POINT (-95.15114900000002 42.7354936)
19035,Cherokee County,July 01 2004,12210,POINT (-95.6238055 42.7356226)
19009,Audubon County,July 01 1993,7141,POINT (-94.9058222 41.6845893)
19093,Ida County,July 01 2005,7169,POINT (-95.5134962 42.3868747)
19195,Worth County,July 01 1995,7924,POINT (-93.2608476 43.3773984)
19101,Jefferson County,July 01 1999,16553,POINT (-91.9488774 41.0317596)
19093,Ida County,July 01 1993,8290,POINT (-95.5134962 42.3868747)
